id,name,age,Isstudent,major,specialty,personalHistory,isInterview,introduction
206,박영희,64,0,정치외교학과,의료,10,0,10년 이상의 경력을 통해 여러분을 의료 전문가로 성장시켜드리겠습니다.
207,김철수,64,0,화학공학과,의료,20,0,20년 이상의 경력을 통해 여러분을 의료 전문가로 성장시켜드리겠습니다.
208,이민수,67,0,화학과,건설건축,30,1,편안한 분위기에서 멘티들을 건설건축 분야로 이끌어드리겠습니다.
209,최은정,74,0,컴퓨터공학,공공복지,30,1,멘티의 성장과 목표 달성을 위해 공공복지에서 함께 노력하겠습니다.
210,신동엽,67,0,건축학과,교육,10,1,교육에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
211,박영희,64,0,컴퓨터공학,건설건축,10,1,10년 이상의 경력을 통해 여러분을 건설건축 전문가로 성장시켜드리겠습니다.
212,황지수,61,0,물리학과,회계세무재무,20,0,세심함의 강점을 살려 저의 회계세무재무 노하우를 알려드리겠습니다.
213,문지훈,82,0,수학과,건설건축,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
214,이민수,62,0,화학과,구매자재물류,10,0,구매자재물류에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
215,이민수,63,0,물리학과,총무법무사무,30,0,총무법무사무 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
216,황지수,60,0,영어영문학과,연구R&D,30,0,멘티의 성장과 목표 달성을 위해 연구R&D에서 함께 노력하겠습니다.
217,조현우,73,0,국어국문학과,마케팅홍보조사,30,1,마케팅홍보조사 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
218,조현우,67,0,수학과,생산,20,0,20년 이상의 경력을 통해 여러분을 생산 전문가로 성장시켜드리겠습니다.
219,박영희,84,0,화학과,구매자재물류,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
220,조현우,81,0,경영학과,건설건축,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
221,최은정,67,0,화학과,상품기획MD,10,1,세심함의 강점을 살려 저의 상품기획MD 노하우를 알려드리겠습니다.
222,장미정,81,0,철학과,총무법무사무,20,1,멘티의 성장과 목표 달성을 위해 총무법무사무에서 함께 노력하겠습니다.
223,문지훈,68,0,물리학과,의료,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
224,김철수,87,0,철학과,의료,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
225,박영희,68,0,컴퓨터공학,서비스,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
226,조현우,84,0,통계학과,공공복지,30,0,세심함의 강점을 살려 저의 공공복지 노하우를 알려드리겠습니다.
227,최은정,62,0,수학과,교육,20,1,교육에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
228,박영희,61,0,경영학과,의료,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
229,문지훈,71,0,화학공학과,디자인,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
230,김철수,64,0,국어국문학과,생산,30,1,편안한 분위기에서 멘티들을 생산 분야로 이끌어드리겠습니다.
231,박영희,82,0,철학과,인사노무HRD,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
232,최은정,80,0,기계공학과,IT개발데이터,20,0,멘티의 성장과 목표 달성을 위해 IT개발데이터에서 함께 노력하겠습니다.
233,최은정,86,0,화학공학과,의료,20,1,20년 이상의 경력을 통해 여러분을 의료 전문가로 성장시켜드리겠습니다.
234,김철수,81,0,화학공학과,공공복지,30,0,30년 이상의 경력을 통해 여러분을 공공복지 전문가로 성장시켜드리겠습니다.
235,정다은,66,0,경제학과,기획전략,30,0,기획전략 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
236,박영희,66,0,전기전자공학,상품기획MD,20,1,상품기획MD 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
237,정다은,82,0,기계공학과,IT개발데이터,20,1,IT개발데이터 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
238,최은정,77,0,국어국문학과,회계세무재무,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
239,정다은,69,0,화학과,미디어문화스포츠,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
240,신동엽,76,0,정치외교학과,구매자재물류,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
241,황지수,82,0,중어중문학과,서비스,30,1,30년 이상의 경력을 통해 여러분을 서비스 전문가로 성장시켜드리겠습니다.
242,장미정,70,0,미디어커뮤니케이션학과,디자인,20,0,편안한 분위기에서 멘티들을 디자인 분야로 이끌어드리겠습니다.
243,박영희,65,0,철학과,총무법무사무,10,1,세심함의 강점을 살려 저의 총무법무사무 노하우를 알려드리겠습니다.
244,장미정,65,0,국어국문학과,상품기획MD,10,0,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
245,장미정,67,0,철학과,구매자재물류,20,1,멘티의 성장과 목표 달성을 위해 구매자재물류에서 함께 노력하겠습니다.
246,신동엽,77,0,화학공학과,마케팅홍보조사,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
247,장미정,73,0,미디어커뮤니케이션학과,연구R&D,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
248,조현우,80,0,경제학과,미디어문화스포츠,30,1,미디어문화스포츠에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
249,최은정,61,0,경영학과,인사노무HRD,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
250,정다은,82,0,전기전자공학,인사노무HRD,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
251,이민수,87,0,화학공학과,운전운송배송,20,1,운전운송배송에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
252,최은정,82,0,화학공학과,공공복지,20,1,편안한 분위기에서 멘티들을 공공복지 분야로 이끌어드리겠습니다.
253,문지훈,68,0,국어국문학과,고객상담TM,20,1,고객상담TM 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
254,신동엽,73,0,경영학과,생산,30,1,생산에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
255,김철수,87,0,통계학과,의료,10,1,의료 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
256,최은정,82,0,미디어커뮤니케이션학과,교육,10,1,교육에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
257,박영희,62,0,영어영문학과,미디어문화스포츠,20,1,세심함의 강점을 살려 저의 미디어문화스포츠 노하우를 알려드리겠습니다.
258,문지훈,87,0,국어국문학과,금융보험,30,0,세심함의 강점을 살려 저의 금융보험 노하우를 알려드리겠습니다.
259,정다은,68,0,건축학과,디자인,10,0,세심함의 강점을 살려 저의 디자인 노하우를 알려드리겠습니다.
260,문지훈,66,0,중어중문학과,영업판매무역,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
261,신동엽,72,0,지리학과,영업판매무역,20,1,영업판매무역에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
262,정다은,79,0,건축학과,회계세무재무,20,0,20년 이상의 경력을 통해 여러분을 회계세무재무 전문가로 성장시켜드리겠습니다.
263,김철수,69,0,영어영문학과,생산,20,0,멘티의 성장과 목표 달성을 위해 생산에서 함께 노력하겠습니다.
264,조현우,77,0,화학공학과,서비스,30,1,멘티의 성장과 목표 달성을 위해 서비스에서 함께 노력하겠습니다.
265,이민수,80,0,통계학과,고객상담TM,10,1,편안한 분위기에서 멘티들을 고객상담TM 분야로 이끌어드리겠습니다.
266,황지수,72,0,전기전자공학,IT개발데이터,30,1,IT개발데이터에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
267,이민수,85,0,정치외교학과,금융보험,30,0,세심함의 강점을 살려 저의 금융보험 노하우를 알려드리겠습니다.
268,박영희,76,0,물리학과,미디어문화스포츠,20,0,세심함의 강점을 살려 저의 미디어문화스포츠 노하우를 알려드리겠습니다.
269,최은정,85,0,미디어커뮤니케이션학과,영업판매무역,10,0,10년 이상의 경력을 통해 여러분을 영업판매무역 전문가로 성장시켜드리겠습니다.
270,박영희,69,0,사학과,구매자재물류,10,0,편안한 분위기에서 멘티들을 구매자재물류 분야로 이끌어드리겠습니다.
271,박영희,78,0,수학과,IT개발데이터,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
272,장미정,82,0,물리학과,생산,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
273,황지수,65,0,컴퓨터공학,영업판매무역,30,1,편안한 분위기에서 멘티들을 영업판매무역 분야로 이끌어드리겠습니다.
274,박영희,87,0,화학공학과,금융보험,10,0,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
275,정다은,63,0,건축학과,인사노무HRD,30,0,세심함의 강점을 살려 저의 인사노무HRD 노하우를 알려드리겠습니다.
276,황지수,60,0,수학과,고객상담TM,20,1,20년 이상의 경력을 통해 여러분을 고객상담TM 전문가로 성장시켜드리겠습니다.
277,신동엽,74,0,경제학과,의료,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
278,문지훈,63,0,물리학과,건설건축,20,0,건설건축 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
279,신동엽,83,0,통계학과,인사노무HRD,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
280,황지수,80,0,기계공학과,교육,20,0,세심함의 강점을 살려 저의 교육 노하우를 알려드리겠습니다.
281,조현우,86,0,수학과,고객상담TM,30,1,고객상담TM 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
282,김철수,71,0,영어영문학과,고객상담TM,30,1,30년 이상의 경력을 통해 여러분을 고객상담TM 전문가로 성장시켜드리겠습니다.
283,황지수,75,0,행정학과,영업판매무역,10,1,편안한 분위기에서 멘티들을 영업판매무역 분야로 이끌어드리겠습니다.
284,문지훈,75,0,기계공학과,고객상담TM,30,1,편안한 분위기에서 멘티들을 고객상담TM 분야로 이끌어드리겠습니다.
285,이민수,83,0,경제학과,공공복지,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
286,박영희,79,0,사학과,운전운송배송,10,1,운전운송배송 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
287,신동엽,83,0,사학과,구매자재물류,20,1,멘티의 성장과 목표 달성을 위해 구매자재물류에서 함께 노력하겠습니다.
288,정다은,83,0,행정학과,금융보험,30,0,세심함의 강점을 살려 저의 금융보험 노하우를 알려드리겠습니다.
289,정다은,60,0,영어영문학과,IT개발데이터,10,0,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
290,김철수,61,0,중어중문학과,생산,10,1,멘티의 성장과 목표 달성을 위해 생산에서 함께 노력하겠습니다.
291,박영희,83,0,통계학과,미디어문화스포츠,10,1,미디어문화스포츠 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
292,장미정,79,0,철학과,생산,20,1,20년 이상의 경력을 통해 여러분을 생산 전문가로 성장시켜드리겠습니다.
293,김철수,73,0,컴퓨터공학,건설건축,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
294,신동엽,67,0,컴퓨터공학,연구R&D,10,0,10년 이상의 경력을 통해 여러분을 연구R&D 전문가로 성장시켜드리겠습니다.
295,정다은,64,0,행정학과,고객상담TM,10,0,편안한 분위기에서 멘티들을 고객상담TM 분야로 이끌어드리겠습니다.
296,이민수,73,0,사학과,디자인,10,1,편안한 분위기에서 멘티들을 디자인 분야로 이끌어드리겠습니다.
297,김철수,78,0,화학공학과,회계세무재무,10,0,회계세무재무 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
